,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2961321,Uttarakhand,2020-05-09,-70.0,-21.0,-57.0,-50.0,-36.0,19.0
2961322,Uttarakhand,2020-05-10,-74.0,-33.0,-61.0,-54.0,-25.0,17.0
2961323,Uttarakhand,2020-05-11,-65.0,-9.0,-53.0,-44.0,-32.0,18.0
2961324,Uttarakhand,2020-05-12,-66.0,-14.0,-52.0,-43.0,-32.0,18.0
2961325,Uttarakhand,2020-05-13,-65.0,-11.0,-51.0,-42.0,-27.0,17.0
2961326,Uttarakhand,2020-05-14,-65.0,-15.0,-52.0,-42.0,-29.0,16.0
2961327,Uttarakhand,2020-05-15,-65.0,-14.0,-52.0,-44.0,-27.0,17.0
2961328,Uttarakhand,2020-05-16,-66.0,-14.0,-53.0,-45.0,-27.0,17.0
2961329,Uttarakhand,2020-05-17,-70.0,-25.0,-58.0,-50.0,-19.0,15.0
2961330,Uttarakhand,2020-05-18,-63.0,-6.0,-50.0,-41.0,-28.0,17.0
2961331,Uttarakhand,2020-05-19,-63.0,-8.0,-50.0,-40.0,-27.0,16.0
2961332,Uttarakhand,2020-05-20,-60.0,-4.0,-49.0,-38.0,-22.0,17.0
2961333,Uttarakhand,2020-05-21,-61.0,-5.0,-50.0,-39.0,-24.0,17.0
2961334,Uttarakhand,2020-05-22,-62.0,-8.0,-51.0,-42.0,-23.0,17.0
2961335,Uttarakhand,2020-05-23,-63.0,-10.0,-54.0,-43.0,-25.0,16.0
2961336,Uttarakhand,2020-05-24,-68.0,-22.0,-57.0,-48.0,-16.0,15.0
2961337,Uttarakhand,2020-05-25,-62.0,-10.0,-49.0,-46.0,-38.0,19.0
2961338,Uttarakhand,2020-05-26,-60.0,-5.0,-50.0,-38.0,-24.0,15.0
2961339,Uttarakhand,2020-05-27,-60.0,-4.0,-48.0,-37.0,-20.0,15.0
2961340,Uttarakhand,2020-05-28,-60.0,-6.0,-50.0,-38.0,-22.0,16.0
2961341,Uttarakhand,2020-05-29,-60.0,-6.0,-49.0,-40.0,-20.0,16.0
2961342,Uttarakhand,2020-05-30,-59.0,-3.0,-52.0,-40.0,-18.0,14.0
2961343,Uttarakhand,2020-05-31,-66.0,-20.0,-56.0,-46.0,-12.0,14.0
2961344,Uttarakhand,2020-06-01,-56.0,4.0,-47.0,-37.0,-22.0,14.0
2961345,Uttarakhand,2020-06-02,-56.0,3.0,-46.0,-32.0,-20.0,13.0
2961346,Uttarakhand,2020-06-03,-56.0,2.0,-46.0,-31.0,-17.0,14.0
2961347,Uttarakhand,2020-06-04,-56.0,1.0,-48.0,-32.0,-19.0,14.0
2961348,Uttarakhand,2020-06-05,-54.0,4.0,-47.0,-35.0,-17.0,14.0
2961349,Uttarakhand,2020-06-06,-64.0,-15.0,-51.0,-41.0,-26.0,16.0
2961350,Uttarakhand,2020-06-07,-66.0,-19.0,-55.0,-45.0,-15.0,14.0
2961351,Uttarakhand,2020-06-08,-49.0,13.0,-45.0,-32.0,-19.0,12.0
2961352,Uttarakhand,2020-06-09,-52.0,7.0,-44.0,-31.0,-19.0,12.0
2961353,Uttarakhand,2020-06-10,-51.0,6.0,-44.0,-28.0,-16.0,12.0
2961354,Uttarakhand,2020-06-11,-49.0,8.0,-43.0,-30.0,-18.0,12.0
2961355,Uttarakhand,2020-06-12,-48.0,12.0,-44.0,-31.0,-17.0,12.0
2961356,Uttarakhand,2020-06-13,-61.0,-10.0,-48.0,-39.0,-30.0,15.0
2961357,Uttarakhand,2020-06-14,-62.0,-14.0,-52.0,-42.0,-15.0,13.0
2961358,Uttarakhand,2020-06-15,-46.0,16.0,-40.0,-30.0,-21.0,11.0
2961359,Uttarakhand,2020-06-16,-47.0,14.0,-40.0,-28.0,-19.0,10.0
2961360,Uttarakhand,2020-06-17,-49.0,8.0,-41.0,-29.0,-17.0,11.0
2961361,Uttarakhand,2020-06-18,-50.0,4.0,-40.0,-31.0,-19.0,12.0
2961362,Uttarakhand,2020-06-19,-48.0,8.0,-39.0,-31.0,-18.0,12.0
2961363,Uttarakhand,2020-06-20,-58.0,-10.0,-46.0,-36.0,-25.0,13.0
2961364,Uttarakhand,2020-06-21,-66.0,-27.0,-52.0,-47.0,-18.0,15.0
2961365,Uttarakhand,2020-06-22,-43.0,19.0,-36.0,-28.0,-20.0,10.0
2961366,Uttarakhand,2020-06-23,-46.0,10.0,-37.0,-28.0,-21.0,11.0
2961367,Uttarakhand,2020-06-24,-48.0,6.0,-38.0,-27.0,-17.0,11.0
2961368,Uttarakhand,2020-06-25,-47.0,8.0,-39.0,-28.0,-19.0,11.0
2961369,Uttarakhand,2020-06-26,-46.0,11.0,-37.0,-28.0,-18.0,10.0
2961370,Uttarakhand,2020-06-27,-58.0,-10.0,-46.0,-36.0,-28.0,13.0
2961371,Uttarakhand,2020-06-28,-60.0,-15.0,-50.0,-40.0,-16.0,11.0
2961372,Uttarakhand,2020-06-29,-41.0,19.0,-34.0,-26.0,-20.0,9.0
2961373,Uttarakhand,2020-06-30,-42.0,14.0,-35.0,-26.0,-19.0,9.0
2961374,Uttarakhand,2020-07-01,-42.0,11.0,-35.0,-25.0,-16.0,10.0
2961375,Uttarakhand,2020-07-02,-43.0,9.0,-36.0,-27.0,-18.0,10.0
2961376,Uttarakhand,2020-07-03,-42.0,12.0,-36.0,-27.0,-16.0,10.0
2961377,Uttarakhand,2020-07-04,-44.0,9.0,-39.0,-30.0,-17.0,10.0
2961378,Uttarakhand,2020-07-05,-53.0,-9.0,-46.0,-36.0,-14.0,10.0
2961379,Uttarakhand,2020-07-06,-39.0,19.0,-33.0,-25.0,-19.0,9.0
2961380,Uttarakhand,2020-07-07,-45.0,4.0,-34.0,-30.0,-20.0,10.0
2961381,Uttarakhand,2020-07-08,-43.0,7.0,-35.0,-28.0,-16.0,10.0
2961382,Uttarakhand,2020-07-09,-42.0,10.0,-36.0,-26.0,-17.0,10.0
2961383,Uttarakhand,2020-07-10,-43.0,9.0,-37.0,-27.0,-16.0,10.0
2961384,Uttarakhand,2020-07-11,-43.0,11.0,-38.0,-31.0,-23.0,11.0
2961385,Uttarakhand,2020-07-12,-52.0,-8.0,-46.0,-38.0,-15.0,10.0
2961386,Uttarakhand,2020-07-13,-39.0,19.0,-32.0,-30.0,-19.0,9.0
2961387,Uttarakhand,2020-07-14,-43.0,8.0,-34.0,-28.0,-20.0,10.0
2961388,Uttarakhand,2020-07-15,-43.0,2.0,-36.0,-26.0,-16.0,11.0
2961389,Uttarakhand,2020-07-16,-44.0,0.0,-37.0,-30.0,-25.0,12.0
2961390,Uttarakhand,2020-07-17,-38.0,16.0,-38.0,-24.0,-15.0,10.0
2961391,Uttarakhand,2020-07-18,-69.0,-39.0,-49.0,-52.0,-37.0,18.0
2961392,Uttarakhand,2020-07-19,-71.0,-43.0,-53.0,-54.0,-27.0,16.0
2961393,Uttarakhand,2020-07-20,-33.0,24.0,-33.0,-21.0,-17.0,9.0
2961394,Uttarakhand,2020-07-21,-41.0,6.0,-38.0,-26.0,-17.0,11.0
2961395,Uttarakhand,2020-07-22,-36.0,15.0,-36.0,-21.0,-11.0,10.0
2961396,Uttarakhand,2020-07-23,-42.0,3.0,-40.0,-28.0,-15.0,11.0
2961397,Uttarakhand,2020-07-24,-37.0,13.0,-36.0,-23.0,-13.0,10.0
2961398,Uttarakhand,2020-07-25,-67.0,-36.0,-47.0,-49.0,-35.0,18.0
2961399,Uttarakhand,2020-07-26,-70.0,-44.0,-54.0,-53.0,-26.0,16.0
2961400,Uttarakhand,2020-07-27,-35.0,21.0,-35.0,-22.0,-16.0,10.0
2961401,Uttarakhand,2020-07-28,-40.0,9.0,-37.0,-25.0,-17.0,11.0
2961402,Uttarakhand,2020-07-29,-40.0,7.0,-38.0,-26.0,-13.0,11.0
2961403,Uttarakhand,2020-07-30,-36.0,10.0,-37.0,-23.0,-15.0,10.0
2961404,Uttarakhand,2020-07-31,-35.0,12.0,-38.0,-24.0,-14.0,10.0
2961405,Uttarakhand,2020-08-01,-42.0,1.0,-41.0,-33.0,-28.0,13.0
2961406,Uttarakhand,2020-08-02,-36.0,10.0,-44.0,-26.0,-9.0,9.0
2961407,Uttarakhand,2020-08-03,-42.0,0.0,-33.0,-30.0,-50.0,12.0
2961408,Uttarakhand,2020-08-04,-37.0,9.0,-35.0,-22.0,-19.0,8.0
2961409,Uttarakhand,2020-08-05,-38.0,-6.0,-41.0,-24.0,-13.0,9.0
2961410,Uttarakhand,2020-08-06,-38.0,-7.0,-42.0,-26.0,-15.0,9.0
2961411,Uttarakhand,2020-08-07,-35.0,1.0,-40.0,-25.0,-11.0,8.0
2961412,Uttarakhand,2020-08-08,-41.0,-8.0,-44.0,-34.0,-20.0,10.0
2961413,Uttarakhand,2020-08-09,-50.0,-22.0,-50.0,-37.0,-10.0,9.0
2961414,Uttarakhand,2020-08-10,-33.0,6.0,-39.0,-25.0,-16.0,9.0
2961415,Uttarakhand,2020-08-11,-35.0,3.0,-38.0,-25.0,-18.0,9.0
2961416,Uttarakhand,2020-08-12,-39.0,-8.0,-40.0,-29.0,-25.0,12.0
2961417,Uttarakhand,2020-08-13,-39.0,-9.0,-42.0,-30.0,-15.0,10.0
2961418,Uttarakhand,2020-08-14,-34.0,2.0,-39.0,-27.0,-12.0,8.0
2961419,Uttarakhand,2020-08-15,-42.0,-12.0,-41.0,-36.0,-37.0,13.0
2961420,Uttarakhand,2020-08-16,-47.0,-20.0,-50.0,-35.0,-5.0,8.0
2961421,Uttarakhand,2020-08-17,-32.0,7.0,-38.0,-26.0,-14.0,8.0
2961422,Uttarakhand,2020-08-18,-36.0,1.0,-39.0,-23.0,-12.0,8.0
2961423,Uttarakhand,2020-08-19,-41.0,-9.0,-42.0,-30.0,-12.0,10.0
2961424,Uttarakhand,2020-08-20,-36.0,-4.0,-41.0,-27.0,-12.0,9.0
2961425,Uttarakhand,2020-08-21,-35.0,2.0,-42.0,-26.0,-10.0,9.0
2961426,Uttarakhand,2020-08-22,-36.0,0.0,-42.0,-29.0,-13.0,9.0
2961427,Uttarakhand,2020-08-23,-46.0,-17.0,-47.0,-32.0,-6.0,9.0
2961428,Uttarakhand,2020-08-24,-33.0,5.0,-39.0,-25.0,-13.0,8.0
2961429,Uttarakhand,2020-08-25,-33.0,5.0,-38.0,-23.0,-13.0,8.0
2961430,Uttarakhand,2020-08-26,-37.0,-2.0,-40.0,-23.0,-10.0,9.0
2961431,Uttarakhand,2020-08-27,-35.0,-1.0,-39.0,-24.0,-12.0,9.0
2961432,Uttarakhand,2020-08-28,-37.0,-3.0,-40.0,-28.0,-10.0,9.0
2961433,Uttarakhand,2020-08-29,-34.0,0.0,-39.0,-27.0,-11.0,8.0
2961434,Uttarakhand,2020-08-30,-45.0,-18.0,-44.0,-32.0,-6.0,8.0
2961435,Uttarakhand,2020-08-31,-30.0,8.0,-35.0,-24.0,-14.0,8.0
2961436,Uttarakhand,2020-09-01,-31.0,8.0,-34.0,-21.0,-14.0,8.0
2961437,Uttarakhand,2020-09-02,-36.0,-2.0,-38.0,-24.0,-11.0,9.0
2961438,Uttarakhand,2020-09-03,-34.0,-4.0,-39.0,-28.0,-13.0,10.0
2961439,Uttarakhand,2020-09-04,-33.0,0.0,-40.0,-27.0,-11.0,11.0
2961440,Uttarakhand,2020-09-05,-34.0,-2.0,-40.0,-27.0,-12.0,10.0
2961441,Uttarakhand,2020-09-06,-42.0,-16.0,-43.0,-31.0,-9.0,10.0
2961442,Uttarakhand,2020-09-07,-30.0,5.0,-36.0,-24.0,-16.0,9.0
2961443,Uttarakhand,2020-09-08,-30.0,6.0,-35.0,-20.0,-15.0,9.0
2961444,Uttarakhand,2020-09-09,-34.0,1.0,-39.0,-23.0,-11.0,9.0
2961445,Uttarakhand,2020-09-10,-33.0,-2.0,-39.0,-26.0,-16.0,10.0
2961446,Uttarakhand,2020-09-11,-30.0,-3.0,-39.0,-27.0,-14.0,10.0
2961447,Uttarakhand,2020-09-12,-30.0,-2.0,-39.0,-28.0,-20.0,10.0
2961448,Uttarakhand,2020-09-13,-37.0,-15.0,-41.0,-30.0,-10.0,10.0
2961449,Uttarakhand,2020-09-14,-27.0,5.0,-36.0,-25.0,-14.0,10.0
2961450,Uttarakhand,2020-09-15,-26.0,4.0,-35.0,-22.0,-13.0,10.0
2961451,Uttarakhand,2020-09-16,-30.0,1.0,-38.0,-22.0,-11.0,11.0
2961452,Uttarakhand,2020-09-17,-26.0,-4.0,-38.0,-28.0,-20.0,13.0
2961453,Uttarakhand,2020-09-18,-25.0,3.0,-37.0,-25.0,-10.0,12.0
2961454,Uttarakhand,2020-09-19,-28.0,-2.0,-39.0,-27.0,-11.0,11.0
2961455,Uttarakhand,2020-09-20,-35.0,-14.0,-40.0,-30.0,-7.0,12.0
2961456,Uttarakhand,2020-09-21,-22.0,7.0,-32.0,-24.0,-14.0,11.0
2961457,Uttarakhand,2020-09-22,-25.0,6.0,-31.0,-21.0,-14.0,12.0
2961458,Uttarakhand,2020-09-23,-31.0,2.0,-34.0,-19.0,-11.0,13.0
2961459,Uttarakhand,2020-09-24,-31.0,-2.0,-35.0,-23.0,-13.0,15.0
2961460,Uttarakhand,2020-09-25,-30.0,1.0,-34.0,-23.0,-10.0,15.0
2961461,Uttarakhand,2020-09-26,-29.0,3.0,-31.0,-22.0,-12.0,14.0
2961462,Uttarakhand,2020-09-27,-35.0,-11.0,-31.0,-25.0,-8.0,14.0
2961463,Uttarakhand,2020-09-28,-25.0,11.0,-28.0,-21.0,-13.0,14.0
2961464,Uttarakhand,2020-09-29,-25.0,10.0,-29.0,-17.0,-13.0,13.0
2961465,Uttarakhand,2020-09-30,-28.0,8.0,-34.0,-13.0,-12.0,10.0
2961466,Uttarakhand,2020-10-01,-25.0,13.0,-36.0,-12.0,-16.0,7.0
2961467,Uttarakhand,2020-10-02,-19.0,19.0,-19.0,-8.0,-42.0,11.0
2961468,Uttarakhand,2020-10-03,-17.0,21.0,-18.0,-6.0,-16.0,6.0
2961469,Uttarakhand,2020-10-04,-27.0,0.0,-28.0,-12.0,-11.0,6.0
2961470,Uttarakhand,2020-10-05,-17.0,23.0,-29.0,-7.0,-18.0,6.0
2961471,Uttarakhand,2020-10-06,-18.0,21.0,-31.0,-6.0,-16.0,6.0
2961472,Uttarakhand,2020-10-07,-21.0,18.0,-34.0,-5.0,-10.0,7.0
2961473,Uttarakhand,2020-10-08,-19.0,17.0,-34.0,-9.0,-11.0,9.0
2961474,Uttarakhand,2020-10-09,-18.0,19.0,-28.0,-10.0,-8.0,10.0
2961475,Uttarakhand,2020-10-10,-17.0,19.0,-20.0,-10.0,-16.0,10.0
2961476,Uttarakhand,2020-10-11,-23.0,7.0,-21.0,-11.0,-8.0,9.0
2961477,Uttarakhand,2020-10-12,-13.0,27.0,-22.0,-5.0,-13.0,9.0
2961478,Uttarakhand,2020-10-13,-13.0,25.0,-23.0,-2.0,-12.0,9.0
2961479,Uttarakhand,2020-10-14,-14.0,22.0,-23.0,-3.0,-7.0,9.0
2961480,Uttarakhand,2020-10-15,-13.0,23.0,-23.0,-4.0,-9.0,10.0
2961481,Uttarakhand,2020-10-16,-9.0,33.0,-22.0,0.0,-7.0,11.0
2961482,Uttarakhand,2020-10-17,-19.0,20.0,-24.0,-9.0,-8.0,11.0
2961483,Uttarakhand,2020-10-18,-21.0,9.0,-22.0,-10.0,-4.0,10.0
2961484,Uttarakhand,2020-10-19,-13.0,28.0,-19.0,-4.0,-13.0,10.0
2961485,Uttarakhand,2020-10-20,-13.0,25.0,-19.0,-1.0,-12.0,10.0
2961486,Uttarakhand,2020-10-21,-15.0,22.0,-23.0,0.0,-9.0,9.0
2961487,Uttarakhand,2020-10-22,-12.0,24.0,-21.0,0.0,-12.0,7.0
2961488,Uttarakhand,2020-10-23,-12.0,28.0,-18.0,1.0,-11.0,7.0
2961489,Uttarakhand,2020-10-24,-14.0,22.0,-15.0,-2.0,-20.0,7.0
2961490,Uttarakhand,2020-10-25,-14.0,13.0,-12.0,0.0,-13.0,4.0
2961491,Uttarakhand,2020-10-26,-7.0,29.0,-10.0,3.0,-17.0,5.0
2961492,Uttarakhand,2020-10-27,-8.0,28.0,-12.0,7.0,-13.0,6.0
2961493,Uttarakhand,2020-10-28,-12.0,23.0,-16.0,4.0,-9.0,6.0
2961494,Uttarakhand,2020-10-29,-11.0,20.0,-18.0,1.0,-11.0,7.0
2961495,Uttarakhand,2020-10-30,-11.0,22.0,-14.0,-1.0,-20.0,9.0
2961496,Uttarakhand,2020-10-31,-12.0,17.0,-11.0,-4.0,-13.0,8.0
2961497,Uttarakhand,2020-11-01,-13.0,16.0,-12.0,2.0,-1.0,6.0
2961498,Uttarakhand,2020-11-02,-6.0,32.0,-16.0,4.0,-12.0,7.0
2961499,Uttarakhand,2020-11-03,-2.0,37.0,-15.0,8.0,-10.0,6.0
2961500,Uttarakhand,2020-11-04,-14.0,18.0,-26.0,-4.0,-12.0,9.0
2961501,Uttarakhand,2020-11-05,-13.0,16.0,-23.0,-6.0,-10.0,7.0
2961502,Uttarakhand,2020-11-06,-13.0,20.0,-20.0,-5.0,-7.0,7.0
2961503,Uttarakhand,2020-11-07,-9.0,24.0,-16.0,-4.0,-6.0,6.0
2961504,Uttarakhand,2020-11-08,-14.0,19.0,-14.0,-5.0,1.0,6.0
2961505,Uttarakhand,2020-11-09,-7.0,31.0,-14.0,-2.0,-12.0,7.0
2961506,Uttarakhand,2020-11-10,-4.0,34.0,-15.0,2.0,-11.0,6.0
2961507,Uttarakhand,2020-11-11,-3.0,41.0,-18.0,8.0,-7.0,6.0
2961508,Uttarakhand,2020-11-12,6.0,55.0,-17.0,13.0,-11.0,5.0
2961509,Uttarakhand,2020-11-13,6.0,60.0,-16.0,14.0,-21.0,6.0
2961510,Uttarakhand,2020-11-14,-14.0,24.0,-24.0,-9.0,-47.0,13.0
2961511,Uttarakhand,2020-11-15,-23.0,-1.0,-18.0,-12.0,-29.0,8.0
2961512,Uttarakhand,2020-11-16,-10.0,20.0,-8.0,4.0,-46.0,7.0
2961513,Uttarakhand,2020-11-17,-5.0,30.0,-5.0,12.0,-21.0,4.0
2961514,Uttarakhand,2020-11-18,-8.0,27.0,-10.0,12.0,-13.0,5.0
2961515,Uttarakhand,2020-11-19,-6.0,28.0,-10.0,8.0,-14.0,6.0
2961516,Uttarakhand,2020-11-20,-7.0,27.0,-10.0,5.0,-13.0,6.0
2961517,Uttarakhand,2020-11-21,-7.0,25.0,-10.0,3.0,-11.0,5.0
2961518,Uttarakhand,2020-11-22,-10.0,20.0,-11.0,2.0,-6.0,5.0
2961519,Uttarakhand,2020-11-23,-7.0,30.0,-13.0,1.0,-15.0,6.0
2961520,Uttarakhand,2020-11-24,-5.0,29.0,-13.0,3.0,-20.0,6.0
2961521,Uttarakhand,2020-11-25,-10.0,19.0,-17.0,5.0,-14.0,6.0
2961522,Uttarakhand,2020-11-26,-10.0,18.0,-18.0,2.0,-15.0,6.0
2961523,Uttarakhand,2020-11-27,-9.0,20.0,-16.0,-1.0,-11.0,6.0
2961524,Uttarakhand,2020-11-28,-8.0,20.0,-13.0,2.0,-12.0,6.0
2961525,Uttarakhand,2020-11-29,-24.0,-2.0,-17.0,-4.0,-10.0,7.0
2961526,Uttarakhand,2020-11-30,-3.0,27.0,-8.0,0.0,-30.0,8.0
2961527,Uttarakhand,2020-12-01,-5.0,26.0,-11.0,7.0,-14.0,5.0
2961528,Uttarakhand,2020-12-02,-12.0,18.0,-8.0,3.0,-6.0,7.0
2961529,Uttarakhand,2020-12-03,-12.0,16.0,-9.0,0.0,-8.0,7.0
2961530,Uttarakhand,2020-12-04,-12.0,19.0,-8.0,-2.0,-6.0,8.0
2961531,Uttarakhand,2020-12-05,-10.0,19.0,-7.0,-2.0,-6.0,6.0
2961532,Uttarakhand,2020-12-06,-23.0,-2.0,-9.0,-6.0,-10.0,7.0
2961533,Uttarakhand,2020-12-07,-7.0,26.0,-2.0,0.0,-14.0,5.0
2961534,Uttarakhand,2020-12-08,-20.0,5.0,-8.0,-10.0,-14.0,8.0
2961535,Uttarakhand,2020-12-09,-11.0,19.0,-4.0,10.0,-8.0,6.0
2961536,Uttarakhand,2020-12-10,-11.0,16.0,-2.0,12.0,-11.0,8.0
2961537,Uttarakhand,2020-12-11,-13.0,18.0,-3.0,8.0,-8.0,9.0
2961538,Uttarakhand,2020-12-12,-19.0,6.0,-10.0,-3.0,-16.0,12.0
2961539,Uttarakhand,2020-12-13,-25.0,-3.0,-4.0,2.0,-8.0,10.0
2961540,Uttarakhand,2020-12-14,-11.0,22.0,0.0,7.0,-9.0,10.0
2961541,Uttarakhand,2020-12-15,-11.0,20.0,-1.0,11.0,-7.0,10.0
2961542,Uttarakhand,2020-12-16,-16.0,16.0,-7.0,8.0,-2.0,11.0
2961543,Uttarakhand,2020-12-17,-17.0,11.0,-9.0,3.0,-5.0,12.0
2961544,Uttarakhand,2020-12-18,-16.0,17.0,-9.0,3.0,-2.0,13.0
2961545,Uttarakhand,2020-12-19,-14.0,17.0,-6.0,3.0,-3.0,11.0
2961546,Uttarakhand,2020-12-20,-24.0,0.0,-4.0,3.0,-5.0,12.0
2961547,Uttarakhand,2020-12-21,-11.0,24.0,-1.0,8.0,-7.0,11.0
2961548,Uttarakhand,2020-12-22,-11.0,19.0,-1.0,11.0,-6.0,10.0
2961549,Uttarakhand,2020-12-23,-14.0,19.0,-3.0,12.0,-1.0,11.0
2961550,Uttarakhand,2020-12-24,-9.0,20.0,0.0,15.0,-4.0,10.0
2961551,Uttarakhand,2020-12-25,0.0,28.0,20.0,16.0,-21.0,13.0
2961552,Uttarakhand,2020-12-26,-9.0,20.0,17.0,12.0,-7.0,11.0
2961553,Uttarakhand,2020-12-27,-21.0,-1.0,12.0,10.0,-2.0,11.0
2961554,Uttarakhand,2020-12-28,-8.0,24.0,9.0,12.0,-9.0,11.0
2961555,Uttarakhand,2020-12-29,-9.0,21.0,10.0,12.0,-8.0,11.0
2961556,Uttarakhand,2020-12-30,-11.0,21.0,9.0,16.0,-4.0,12.0
2961557,Uttarakhand,2020-12-31,4.0,28.0,23.0,24.0,-8.0,10.0
2961558,Uttarakhand,2021-01-01,-3.0,18.0,28.0,17.0,-14.0,12.0
2961559,Uttarakhand,2021-01-02,-12.0,16.0,11.0,9.0,-5.0,11.0
2961560,Uttarakhand,2021-01-03,-33.0,-20.0,-4.0,-6.0,-7.0,14.0
2961561,Uttarakhand,2021-01-04,-10.0,26.0,3.0,8.0,-4.0,10.0
2961562,Uttarakhand,2021-01-05,-19.0,5.0,-8.0,0.0,-6.0,12.0
2961563,Uttarakhand,2021-01-06,-18.0,13.0,-8.0,0.0,-2.0,13.0
2961564,Uttarakhand,2021-01-07,-9.0,24.0,0.0,9.0,-1.0,10.0
2961565,Uttarakhand,2021-01-08,-9.0,26.0,0.0,7.0,2.0,10.0
2961566,Uttarakhand,2021-01-09,-8.0,24.0,4.0,4.0,-7.0,9.0
